time,amp
25.6,-0.084196985
25.700000000000003,-0.0842949
25.8,-0.082434684
25.900000000000002,-0.0828733
26.0,-0.082034945
26.1,-0.088518426
26.200000000000003,-0.0940654
26.3,-0.09007658
26.400000000000002,-0.08634335
26.5,-0.08984707
26.6,-0.09096685
26.700000000000003,-0.087829426
26.8,-0.085288286
26.900000000000002,-0.08700387
27.0,-0.089826435
27.1,-0.08719994
27.200000000000003,-0.08576554
27.3,-0.09012042
27.400000000000002,-0.0850251
27.5,-0.09065695
27.6,-0.09075509
27.700000000000003,-0.091193706
27.8,-0.08950396
27.900000000000002,-0.08364189
28.0,-0.08612399
28.1,-0.0909898
28.200000000000003,-0.09287585
28.3,-0.091781914
28.400000000000002,-0.08881496
28.5,-0.09223333
28.6,-0.09037335
28.700000000000003,-0.094643116
28.8,-0.09116547
28.900000000000002,-0.09075245
29.0,-0.09119107
29.1,-0.08788341
29.200000000000003,-0.09147225
29.3,-0.090889245
29.400000000000002,-0.094307855
29.5,-0.09534228
29.6,-0.09263067
29.700000000000003,-0.093239516
29.8,-0.09367813
29.900000000000002,-0.09377605
30.0,-0.09532164
30.1,-0.095675126
30.200000000000003,-0.09381491
30.3,-0.097148165
30.400000000000002,-0.102695376
30.5,-0.10134585
30.6,-0.09761262
30.700000000000003,-0.09583752
30.8,-0.100192636
30.900000000000002,-0.09833242
31.0,-0.09723848
31.1,-0.09895407
31.200000000000003,-0.09564665
31.3,-0.093020156
31.400000000000002,-0.097545505
31.5,-0.10002737
31.6,-0.09978506
31.700000000000003,-0.10081948
31.8,-0.09674579
31.900000000000002,-0.10714577
32.0,-0.10213533
32.1,-0.09780605
32.2,-0.095775604
32.300000000000004,-0.10157792
32.4,-0.10167608
32.5,-0.10024144
32.6,-0.09906262
32.7,-0.09830913
32.800000000000004,-0.08819033
32.9,-0.09790915
33.0,-0.09715591
33.1,-0.1010001
33.2,-0.09675594
33.300000000000004,-0.094980836
33.4,-0.09831433
33.5,-0.10215828
33.6,-0.10174574
33.7,-0.10099226
33.800000000000004,-0.100409254
33.9,-0.10416809
34.0,-0.10162695
34.1,-0.10215068
34.2,-0.10037558
34.300000000000004,-0.09740862
34.4,-0.10431792
34.5,-0.10373467
34.6,-0.10264097
34.7,-0.097034484
34.800000000000004,-0.10292216
34.9,-0.09935892
35.0,-0.09800963
35.1,-0.10483381
35.2,-0.10637939
35.300000000000004,-0.097878024
35.4,-0.10240337
35.5,-0.10071339
35.6,-0.09978992
35.7,-0.09852551
35.800000000000004,-0.100411564
35.9,-0.095571354
36.0,-0.09873462
36.1,-0.095001146
36.2,-0.09748325
36.300000000000004,-0.099709764
36.4,-0.10142559
36.5,-0.105440006
36.6,-0.11294535
36.7,-0.10589142
36.800000000000004,-0.100966334
36.9,-0.09978704
37.0,-0.10363147
37.1,-0.102963105
37.2,-0.09914476
37.300000000000004,-0.10443638
37.4,-0.09942594
37.5,-0.096118286
37.6,-0.10413456
37.7,-0.10968153
37.800000000000004,-0.109353855
37.9,-0.10979247
38.0,-0.10205762
38.1,-0.10888156
38.2,-0.11221506
38.300000000000004,-0.10763019
38.400000000000006,-0.11079346
38.5,-0.110465795
38.6,-0.11371417
38.7,-0.112619996
38.800000000000004,-0.107950255
38.900000000000006,-0.10804817
39.0,-0.111722365
39.1,-0.10824424
39.2,-0.1092789
39.300000000000004,-0.113548905
39.400000000000006,-0.1126252
39.5,-0.114085436
39.6,-0.10822384
39.7,-0.112152904
39.800000000000004,-0.1115699
39.900000000000006,-0.111072004
40.0,-0.112106666
40.1,-0.11041668
40.2,-0.10200067
40.300000000000004,-0.102013454
40.400000000000006,-0.11428669
40.5,-0.11370368
40.6,-0.11448276
40.7,-0.11432557
40.800000000000004,-0.11408278
40.900000000000006,-0.114947215
41.0,-0.113342345
41.1,-0.11412166
41.2,-0.1173698
41.300000000000004,-0.116957024
41.400000000000006,-0.11628866
41.5,-0.11715309
41.6,-0.098435014
41.7,-0.10304572
41.800000000000004,-0.11284965
41.900000000000006,-0.101113185
42.0,-0.102232724
42.1,-0.10871644
42.2,-0.115881085
42.300000000000004,-0.11410622
42.400000000000006,-0.11386344
42.5,-0.11549415
42.6,-0.11550695
42.7,-0.12139462
42.800000000000004,-0.11629906
42.900000000000006,-0.11554581
43.0,-0.11283396
43.1,-0.11540118
43.2,-0.12009676
43.300000000000004,-0.12070584
43.400000000000006,-0.11952655
43.5,-0.11902866
43.6,-0.11887123
43.7,-0.1226303
43.800000000000004,-0.12094031
43.900000000000006,-0.1167815
44.0,-0.1194336
44.1,-0.11527479
44.2,-0.118011996
44.300000000000004,-0.11283156
44.400000000000006,-0.118548766
44.5,-0.113368094
44.6,-0.12223552
44.7,-0.12659064
44.800000000000004,-0.12243159
44.900000000000006,-0.12653136
45.0,-0.123819515
45.1,-0.11932024
45.2,-0.11933304
45.300000000000004,-0.124198854
45.400000000000006,-0.12565908
45.5,-0.125587
45.6,-0.12534446
45.7,-0.12459098
45.800000000000004,-0.12290099
45.900000000000006,-0.124276355
46.0,-0.12207544
46.1,-0.122854754
46.2,-0.12644336
46.300000000000004,-0.11666526
46.400000000000006,-0.11931735
46.5,-0.12656735
46.6,-0.121812254
46.7,-0.12480529
46.800000000000004,-0.123796225
46.900000000000006,-0.12661903
47.0,-0.12756833
47.1,-0.12400533
47.2,-0.12793463
47.300000000000004,-0.12667046
47.400000000000006,-0.12957814
47.5,-0.12839909
47.6,-0.12653887
47.7,-0.13080887
47.800000000000004,-0.1252875
47.900000000000006,-0.12427868
48.0,-0.124121234
48.1,-0.12719938
48.2,-0.12712707
48.300000000000004,-0.1279915
48.400000000000006,-0.12987731
48.5,-0.13057151
48.6,-0.1289664
48.7,-0.12625504
48.800000000000004,-0.12533133
48.900000000000006,-0.13053784
49.0,-0.13131692
49.1,-0.12519974
49.2,-0.13117228
49.300000000000004,-0.12599185
49.400000000000006,-0.12515326
49.5,-0.12703931
49.6,-0.13037257
49.7,-0.13217351
49.800000000000004,-0.13397421
49.900000000000006,-0.12581378
50.0,-0.12940238
50.1,-0.12924519
50.2,-0.13070543
50.300000000000004,-0.12807894
50.400000000000006,-0.13217847
50.5,-0.13747032
50.6,-0.13450313
50.7,-0.12949269
50.800000000000004,-0.12635526
50.900000000000006,-0.13386084
51.0,-0.13668317
51.1,-0.13056599
51.2,-0.12802461
51.300000000000004,-0.13484879
51.400000000000006,-0.129583
51.5,-0.13751392
51.6,-0.13369557
51.7,-0.13660325
51.800000000000004,-0.13848907
51.900000000000006,-0.13407491
52.0,-0.13621607
52.1,-0.1325682
52.2,-0.13666773
52.300000000000004,-0.13506286
52.400000000000006,-0.13499054
52.5,-0.134578
52.6,-0.13859218
52.7,-0.13519965
52.800000000000004,-0.13478687
52.900000000000006,-0.1392271
53.0,-0.14034665
53.1,-0.13371876
53.2,-0.1387548
53.300000000000004,-0.13927853
53.400000000000006,-0.13809948
53.5,-0.13564345
53.6,-0.13352765
53.7,-0.13958555
53.800000000000004,-0.14053486
53.900000000000006,-0.1351842
54.0,-0.1396242
54.1,-0.14014816
54.2,-0.1403312
54.300000000000004,-0.13600191
54.400000000000006,-0.1323538
54.5,-0.13526148
54.6,-0.13433777
54.7,-0.13562778
54.800000000000004,-0.14015312
54.900000000000006,-0.14008105
55.0,-0.13924222
55.1,-0.14078781
55.2,-0.13543667
55.300000000000004,-0.13945132
55.400000000000006,-0.14346574
55.5,-0.14611807
55.6,-0.13770205
55.7,-0.14086531
55.800000000000004,-0.14155903
55.900000000000006,-0.13969906
56.0,-0.14039302
56.1,-0.14406697
56.2,-0.14416489
56.300000000000004,-0.14145352
56.400000000000006,-0.13746446
56.5,-0.14181982
56.6,-0.14370564
56.7,-0.1438889
56.800000000000004,-0.14313543
56.900000000000006,-0.14646892
57.0,-0.14392754
57.1,-0.14334454
57.2,-0.14122874
57.300000000000004,-0.1422634
57.400000000000006,-0.13895574
57.5,-0.14245947
57.6,-0.14749551
57.7,-0.14563553
57.800000000000004,-0.14667019
57.900000000000006,-0.14574648
58.0,-0.14337558
58.1,-0.15028463
58.2,-0.14629604
58.300000000000004,-0.14562768
58.400000000000006,-0.14632188
58.5,-0.14565352
58.6,-0.14753957
58.7,-0.14542401
58.800000000000004,-0.14518146
58.900000000000006,-0.14357659
59.0,-0.14367475
59.1,-0.14666754
59.2,-0.14370058
59.300000000000004,-0.14907709
59.400000000000006,-0.14823873
59.5,-0.1450162
59.6,-0.14494412
59.7,-0.14350948
59.800000000000004,-0.1439481
59.900000000000006,-0.1478774
60.0,-0.14806066
60.1,-0.14892486
60.2,-0.14204164
60.300000000000004,-0.14384234
60.400000000000006,-0.1445363
60.5,-0.1488063
60.6,-0.1439661
60.7,-0.14755492
60.800000000000004,-0.15208027
60.900000000000006,-0.14647378
61.0,-0.14921123
61.1,-0.1482024
61.2,-0.14421383
61.300000000000004,-0.14609964
61.400000000000006,-0.15062523
61.5,-0.15021221
61.6,-0.14613852
61.7,-0.1460662
61.800000000000004,-0.15110248
61.900000000000006,-0.14719878
62.0,-0.14865926
62.1,-0.14782043
62.2,-0.15166485
62.300000000000004,-0.15082626
62.400000000000006,-0.14249536
62.5,-0.15102233
62.6,-0.1529935
62.7,-0.14917491
62.800000000000004,-0.15259352
62.900000000000006,-0.14937098
63.0,-0.1522789
63.1,-0.14888589
63.2,-0.14923963
63.300000000000004,-0.15214705
63.400000000000006,-0.15258591
63.5,-0.15089568
63.6,-0.15227105
63.7,-0.1525392
63.800000000000004,-0.15272246
63.900000000000006,-0.1454983
64.0,-0.15376993
64.10000000000001,-0.14944065
64.2,-0.15285926
64.3,-0.15389368
64.4,-0.15450276
64.5,-0.15025836
64.60000000000001,-0.15444349
64.7,-0.15317908
64.8,-0.15131886
64.9,-0.15201283
65.0,-0.15466516
65.10000000000001,-0.15203866
65.2,-0.15247728
65.3,-0.15410775
65.4,-0.15284382
65.5,-0.15881637
65.60000000000001,-0.1539764
65.7,-0.15390408
65.8,-0.1544278
65.9,-0.15699477
66.0,-0.14874923
66.10000000000001,-0.1542962
66.2,-0.15499017
66.3,-0.15738691
66.4,-0.1537388
66.5,-0.15485857
66.60000000000001,-0.15546742
66.7,-0.15590604
66.8,-0.1512363
66.9,-0.1590821
67.0,-0.15330538
67.10000000000001,-0.1551912
67.2,-0.15971678
67.3,-0.15308867
67.4,-0.15557078
67.5,-0.1557538
67.60000000000001,-0.15738451
67.7,-0.15790801
67.8,-0.15587756
67.9,-0.15512408
68.0,-0.1553927
68.10000000000001,-0.15421341
68.2,-0.15848342
68.3,-0.15704878
68.4,-0.1591904
68.5,-0.15911809
68.60000000000001,-0.15189417
68.7,-0.155653
68.8,-0.15787975
68.9,-0.15465721
69.0,-0.1579056
69.10000000000001,-0.15842909
69.2,-0.16372071
69.3,-0.15819958
69.4,-0.15804215
69.5,-0.15720356
69.60000000000001,-0.15908961
69.7,-0.16089031
69.8,-0.15409221
69.9,-0.15699965
70.0,-0.16075896
70.10000000000001,-0.15736595
70.2,-0.1607848
70.3,-0.15713644
70.4,-0.16379039
70.5,-0.15528902
70.60000000000001,-0.16092135
70.7,-0.16357344
70.8,-0.1631609
70.9,-0.15789486
71.0,-0.16063231
71.10000000000001,-0.15979372
71.2,-0.16210559
71.3,-0.1622035
71.4,-0.16272748
71.5,-0.16231446
71.60000000000001,-0.16437075
71.7,-0.16472425
71.8,-0.16167217
71.9,-0.16015242
72.0,-0.16595498
72.10000000000001,-0.16085918
72.2,-0.1681943
72.3,-0.16420548
72.4,-0.15987644
72.5,-0.16193248
72.60000000000001,-0.16594714
72.7,-0.16340576
72.8,-0.16469577
72.9,-0.16658182
73.0,-0.16863811
73.10000000000001,-0.16371278
73.2,-0.16636512
73.3,-0.1702093
73.4,-0.17081815
73.5,-0.16214654
73.60000000000001,-0.16956677
73.7,-0.16498214
73.8,-0.1650803
73.9,-0.16722146
74.0,-0.16970356
74.10000000000001,-0.16707706
74.2,-0.17100637
74.3,-0.17144498
74.4,-0.1679671
74.5,-0.16866106
74.60000000000001,-0.16722666
74.7,-0.16987875
74.8,-0.17142434
74.9,-0.16564763
75.0,-0.16702299
75.10000000000001,-0.16882369
75.2,-0.16968812
75.3,-0.16944557
75.4,-0.17048
75.5,-0.17015257
75.60000000000001,-0.1733156
75.7,-0.16924167
75.8,-0.17002074
75.9,-0.16901216
76.0,-0.16996145
76.10000000000001,-0.16903798
76.2,-0.17509565
76.3,-0.1673608
76.4,-0.17290777
76.5,-0.17011128
76.60000000000001,-0.17097524
76.7,-0.16894503
76.80000000000001,-0.16980922
76.9,-0.17169528
77.0,-0.17366621
77.10000000000001,-0.17197646
77.2,-0.17113787
77.30000000000001,-0.17046975
77.4,-0.16784325
77.5,-0.17432697
77.60000000000001,-0.17195559
77.7,-0.16924421
77.80000000000001,-0.17198142
77.9,-0.17276074
78.0,-0.17405075
78.10000000000001,-0.17006217
78.2,-0.176801
78.30000000000001,-0.17511125
78.4,-0.17444289
78.5,-0.17224221
78.60000000000001,-0.17114802
78.7,-0.1774615
78.80000000000001,-0.17432408
78.9,-0.1690583
79.0,-0.17520131
79.10000000000001,-0.17555481
79.2,-0.17437576
79.30000000000001,-0.17166415
79.4,-0.16980393
79.5,-0.17458463
79.60000000000001,-0.18362252
79.7,-0.17639837
79.80000000000001,-0.17675187
79.9,-0.17557281
80.0,-0.17413817
80.10000000000001,-0.16895774
80.2,-0.17961307
80.30000000000001,-0.17775285
80.4,-0.17631821
80.5,-0.17888567
80.60000000000001,-0.17353453
80.7,-0.17840058
80.80000000000001,-0.17739151
80.9,-0.175872
81.0,-0.17741735
81.10000000000001,-0.17640875
81.2,-0.17872038
81.30000000000001,-0.17762645
81.4,-0.1788311
81.5,-0.17671578
81.60000000000001,-0.1756216
81.7,-0.17818882
81.80000000000001,-0.17998952
81.9,-0.18068372
82.0,-0.1806114
82.10000000000001,-0.179177
82.2,-0.18463886
82.30000000000001,-0.18175702
82.4,-0.18381307
82.5,-0.18408169
82.60000000000001,-0.18068868
82.7,-0.18044637
82.80000000000001,-0.18335381
82.9,-0.17681105
83.0,-0.17988896
83.10000000000001,-0.18245618
83.2,-0.18459734
83.30000000000001,-0.1829076
83.4,-0.18709224
83.5,-0.18344437
83.60000000000001,-0.18320158
83.7,-0.18304437
83.80000000000001,-0.18458973
83.9,-0.18272951
84.0,-0.18682905
84.10000000000001,-0.18743813
84.2,-0.18310861
84.30000000000001,-0.1810784
84.4,-0.18926467
84.5,-0.18212587
84.60000000000001,-0.18733214
84.7,-0.18853703
84.80000000000001,-0.18522938
84.9,-0.18711543
85.0,-0.18670265
85.10000000000001,-0.18688592
85.2,-0.18528105
85.30000000000001,-0.18691176
85.4,-0.18266736
85.5,-0.18676713
85.60000000000001,-0.18916388
85.7,-0.18824041
85.80000000000001,-0.18322997
85.9,-0.18758509
86.0,-0.18598022
86.10000000000001,-0.18658906
86.2,-0.19051835
86.30000000000001,-0.19104232
86.4,-0.19020349
86.5,-0.18996118
86.60000000000001,-0.18580213
86.7,-0.18462308
86.80000000000001,-0.19127679
86.9,-0.18916146
87.0,-0.19121751
87.10000000000001,-0.1909752
87.2,-0.18894452
87.30000000000001,-0.19168197
87.4,-0.19152454
87.5,-0.18872781
87.60000000000001,-0.1904434
87.7,-0.1924148
87.80000000000001,-0.19285318
87.9,-0.1927811
88.0,-0.18742996
88.10000000000001,-0.19161485
88.2,-0.19026533
88.30000000000001,-0.19189604
88.4,-0.1886735
88.5,-0.1911556
88.60000000000001,-0.18733701
88.7,-0.1906705
88.80000000000001,-0.18821423
88.9,-0.19256935
89.0,-0.19283773
89.10000000000001,-0.19148844
89.2,-0.19252287
89.30000000000001,-0.19270614
89.4,-0.19050522
89.5,-0.18532479
89.60000000000001,-0.19300012
89.7,-0.19156572
89.80000000000001,-0.18766202
89.9,-0.19806224
90.0,-0.1930518
90.10000000000001,-0.19051042
90.2,-0.19741972
90.30000000000001,-0.19036603
90.4,-0.19293301
90.5,-0.19473395
90.60000000000001,-0.19048978
90.7,-0.19910187
90.80000000000001,-0.2005621
90.9,-0.19844654
91.0,-0.19471307
91.10000000000001,-0.19685471
91.2,-0.19184427
91.30000000000001,-0.19713588
91.4,-0.19808519
91.5,-0.20005636
91.60000000000001,-0.19342825
91.7,-0.19514407
91.80000000000001,-0.19319874
91.9,-0.19465898
92.0,-0.19756666
92.10000000000001,-0.19528086
92.2,-0.20218992
92.30000000000001,-0.1970946
92.4,-0.1976181
92.5,-0.19992997
92.60000000000001,-0.19372767
92.7,-0.20055185
92.80000000000001,-0.2029486
92.9,-0.19666119
93.0,-0.19829166
93.10000000000001,-0.19515423
93.2,-0.19882843
93.30000000000001,-0.20216168
93.4,-0.20183402
93.5,-0.20465659
93.60000000000001,-0.20254102
93.7,-0.20451196
93.80000000000001,-0.19941664
93.9,-0.20215383
94.0,-0.20148571
94.10000000000001,-0.20550013
94.2,-0.20117109
94.30000000000001,-0.2027162
94.4,-0.20170762
94.5,-0.20538133
94.60000000000001,-0.2037767
94.7,-0.19885138
94.80000000000001,-0.21044345
94.9,-0.20696557
95.0,-0.20527582
95.10000000000001,-0.2066507
95.2,-0.20615305
95.30000000000001,-0.20931584
95.4,-0.20209192
95.5,-0.20227495
95.60000000000001,-0.20475705
95.7,-0.20877147
95.80000000000001,-0.2018029
95.9,-0.20190081
96.0,-0.20983197
96.10000000000001,-0.20635408
96.2,-0.20406829
96.30000000000001,-0.207742
96.4,-0.21013899
96.5,-0.21134363
96.60000000000001,-0.20863226
96.7,-0.20847483
96.80000000000001,-0.20533764
96.9,-0.20432858
97.0,-0.20417139
97.10000000000001,-0.2069086
97.2,-0.20811373
97.30000000000001,-0.20923327
97.4,-0.20107284
97.5,-0.20696028
97.60000000000001,-0.20458937
97.7,-0.20766704
97.80000000000001,-0.20861658
97.9,-0.20207359
98.0,-0.21136707
98.10000000000001,-0.2072929
98.2,-0.20951965
98.30000000000001,-0.20570107
98.4,-0.2069062
98.5,-0.20751481
98.60000000000001,-0.20310065
98.7,-0.20864739
98.80000000000001,-0.21640831
98.9,-0.20807718
99.0,-0.20570625
99.10000000000001,-0.20869905
99.2,-0.20947836
99.30000000000001,-0.2132372
99.4,-0.2073756
99.5,-0.21275234
99.60000000000001,-0.20527284
99.7,-0.20818052
99.80000000000001,-0.20887448
99.9,-0.21016449
100.0,-0.21009241
100.10000000000001,-0.20925358
100.2,-0.2139494
100.30000000000001,-0.20578873
100.4,-0.20844106
100.5,-0.20819852
100.60000000000001,-0.20650853
100.7,-0.21248132
100.80000000000001,-0.2078967
100.9,-0.21174088
101.0,-0.2109874
101.10000000000001,-0.21091509
101.2,-0.20999162
101.30000000000001,-0.21119627
101.4,-0.20839979
101.5,-0.20645422
101.60000000000001,-0.21123514
101.7,-0.21695234
101.80000000000001,-0.21381515
101.9,-0.2101668
102.0,-0.21511796
102.10000000000001,-0.21785541
102.2,-0.2121638
102.30000000000001,-0.21711497
102.4,-0.220278
102.5,-0.21424593
102.60000000000001,-0.21349269
102.7,-0.2141013
102.80000000000001,-0.21309271
102.9,-0.21455295
103.0,-0.21201158
103.10000000000001,-0.22011273
103.2,-0.22148809
103.30000000000001,-0.216733
103.4,-0.21129698
103.5,-0.2192279
103.60000000000001,-0.21736768
103.7,-0.21848746
103.80000000000001,-0.21483934
103.9,-0.21868353
104.0,-0.21639773
104.10000000000001,-0.22160399
104.2,-0.21591263
104.30000000000001,-0.21762821
104.4,-0.21815194
104.5,-0.2206338
104.60000000000001,-0.21749662
104.7,-0.21785012
104.80000000000001,-0.21607502
104.9,-0.22017455
105.0,-0.21627109
105.10000000000001,-0.2181569
105.2,-0.2245555
105.30000000000001,-0.22090739
105.4,-0.21691881
105.5,-0.2200816
105.60000000000001,-0.2199244
105.7,-0.21968186
105.80000000000001,-0.22386675
105.9,-0.21996304
106.0,-0.22040166
106.10000000000001,-0.22084028
106.2,-0.21983145
106.30000000000001,-0.21771565
106.4,-0.21943147
106.5,-0.21399546
106.60000000000001,-0.21903174
106.7,-0.22057684
106.80000000000001,-0.22229266
106.9,-0.22119872
107.0,-0.21474108
107.10000000000001,-0.21892573
107.2,-0.22421736
107.30000000000001,-0.22261249
107.4,-0.22347692
107.5,-0.21804066
107.60000000000001,-0.2193309
107.7,-0.22308974
107.80000000000001,-0.22455022
107.9,-0.22030605
108.0,-0.22270304
108.10000000000001,-0.22339676
108.2,-0.22587886
108.30000000000001,-0.22223075
108.4,-0.22300982
108.5,-0.22481076
108.60000000000001,-0.22618589
108.7,-0.2271352
108.80000000000001,-0.22144383
108.9,-0.22826777
109.0,-0.22393873
109.10000000000001,-0.2234406
109.2,-0.22106968
109.30000000000001,-0.22525433
109.4,-0.2267148
109.5,-0.22468412
109.60000000000001,-0.21984415
109.7,-0.22283694
109.80000000000001,-0.22787322
109.9,-0.22039348
110.0,-0.22517441
110.10000000000001,-0.2275714
110.2,-0.22162445
110.30000000000001,-0.22649026
110.4,-0.22820584
110.5,-0.23017725
110.60000000000001,-0.22661401
110.7,-0.2268824
110.80000000000001,-0.22646962
110.9,-0.23227218
111.0,-0.23245521
111.10000000000001,-0.22753012
111.2,-0.23018222
111.30000000000001,-0.22500154
111.4,-0.23208107
111.5,-0.22621948
111.60000000000001,-0.22597669
111.7,-0.22743717
111.80000000000001,-0.23332459
111.9,-0.22873996
112.0,-0.22883788
112.10000000000001,-0.23004301
112.2,-0.23133278
112.30000000000001,-0.23049442
